PlayerId,second_name,team,position,now_cost,total_points,value,minutes,transfers_in,selected_by
505,Robinson,West Brom,FWD,55,22,4.0,317,103527,0.8
506,Gibbs,West Brom,DEF,44,-3,-0.7,135,4307,0.3
507,Robson-Kanu,West Brom,FWD,53,3,0.6,84,6615,0.1
508,Livermore,West Brom,MID,48,9,1.9,512,3354,0.1
509,Grosicki,West Brom,MID,53,0,0.0,0,374,0.0
510,Phillips,West Brom,MID,52,3,0.6,43,1439,0.1
511,Bartley,West Brom,DEF,45,9,2.0,360,10623,0.2
512,Sawyers,West Brom,MID,49,9,1.8,306,869,0.0
513,Hegazy,West Brom,DEF,43,6,1.4,90,11709,0.4
514,Austin,West Brom,FWD,52,0,0.0,0,9149,0.3
515,Zohore,West Brom,FWD,49,0,0.0,0,1701,0.0
516,Johnstone,West Brom,GKP,45,22,4.9,540,38433,0.9
517,Townsend,West Brom,DEF,45,13,2.9,360,3699,0.1
518,Ajayi,West Brom,DEF,48,4,0.8,450,3655,0.2
519,Leko,West Brom,MID,45,0,0.0,0,851,0.0
520,Edwards,West Brom,MID,49,4,0.8,113,431,0.0
521,Furlong,West Brom,DEF,45,14,3.1,428,5824,0.1
522,Field,West Brom,MID,48,3,0.6,61,356,0.0
523,O'Shea,West Brom,DEF,44,3,0.7,360,3366,0.2
524,Harper,West Brom,MID,44,1,0.2,21,20367,0.5
525,Diangana,West Brom,MID,55,18,3.3,475,39709,0.6
526,Pereira,West Brom,MID,60,24,4.0,517,198318,2.7
527,Kipre,West Brom,DEF,44,0,0.0,0,349,0.1
528,Ivanovic,West Brom,DEF,45,8,1.8,180,9359,0.1
529,Gallagher,West Brom,MID,55,5,0.9,180,884,0.0
530,Krovinovic,West Brom,MID,50,6,1.2,194,494,0.0
531,Grant,West Brom,FWD,60,11,1.8,155,1597,0.0
532,Noble,West Ham,MID,48,4,0.8,70,5458,0.7
533,Snodgrass,West Ham,MID,58,1,0.2,1,783,0.1
534,Martin,West Ham,GKP,40,0,0.0,0,110411,7.4
535,Randolph,West Ham,GKP,44,0,0.0,0,1208,0.2
536,Fabianski,West Ham,GKP,50,24,4.8,540,31030,1.5
537,Ogbonna,West Ham,DEF,49,16,3.3,540,10222,0.4
538,Jimenez Gago,West Ham,GKP,45,0,0.0,0,274,0.0
539,Wilshere,West Ham,MID,49,0,0.0,0,1005,0.1
540,Cresswell,West Ham,DEF,50,31,6.2,540,410516,6.3
541,Yarmolenko,West Ham,MID,57,3,0.5,81,2622,0.1
542,Antonio,West Ham,FWD,63,27,4.3,481,120613,3.9
543,Fredericks,West Ham,DEF,44,4,0.9,228,9048,0.3
544,Lanzini,West Ham,MID,64,5,0.8,13,4770,0.1
545,Pereira Gomes,West Ham,MID,62,2,0.3,2,4600,0.2
546,Haller,West Ham,FWD,61,9,1.5,50,5358,0.2
547,Masuaku,West Ham,DEF,45,21,4.7,448,99264,1.3
548,Balbuena,West Ham,DEF,44,20,4.5,360,65261,0.9
549,Hugill,West Ham,FWD,55,0,0.0,0,299,0.0
550,Bowen,West Ham,MID,63,31,4.9,502,151810,2.2
551,Ajeti,West Ham,FWD,55,0,0.0,0,457,0.0
552,Rice,West Ham,MID,49,14,2.9,540,53063,2.8
553,Soucek,West Ham,MID,49,16,3.3,540,89212,2.8
554,Fornals,West Ham,MID,64,29,4.5,499,26633,0.4
555,Diop,West Ham,DEF,45,2,0.4,180,8171,0.7
556,Johnson,West Ham,DEF,40,1,0.2,41,56715,2.2
557,Coufal,West Ham,DEF,45,16,3.6,270,21452,0.3
558,Dawson,West Ham,DEF,45,0,0.0,0,646,0.0
559,Benrahma,West Ham,MID,60,0,0.0,0,10981,0.1
560,Ruddy,Wolves,GKP,44,0,0.0,0,2206,0.3
561,Santos Moutinho,Wolves,MID,54,11,2.0,342,31550,1.7
562,dos Santos Patrício,Wolves,GKP,55,24,4.4,540,255333,7.6
563,Bennett,Wolves,DEF,44,0,0.0,0,3747,0.2
564,Boly,Wolves,DEF,55,23,4.2,540,78809,2.5
565,Coady,Wolves,DEF,50,22,4.4,540,257193,8.8
566,Jiménez,Wolves,FWD,85,33,3.9,540,1023969,19.5
567,Saïss,Wolves,DEF,53,38,7.2,517,1385577,20.0
568,Castro Otto,Wolves,DEF,54,0,0.0,0,391,0.0
569,Bonatini,Wolves,FWD,49,0,0.0,0,8095,0.2
570,Dendoncker,Wolves,MID,49,15,3.1,372,31376,1.2
571,Traoré,Wolves,MID,63,10,1.6,296,233985,9.8
572,da Silva Neves,Wolves,MID,53,11,2.1,374,30054,1.6
573,Buur,Wolves,DEF,40,1,0.2,22,150203,2.5
574,Castelo Podence,Wolves,MID,55,20,3.6,366,553681,3.8
575,Kilman,Wolves,DEF,41,23,5.6,270,603770,9.4
576,Silva Nascimento Vinagre,Wolves,DEF,42,1,0.2,172,56380,1.9
577,Sarkic,Wolves,GKP,45,0,0.0,0,639,0.1
578,Gibbs-White,Wolves,MID,50,0,0.0,0,193,0.0
579,Lomba Neto,Wolves,MID,55,23,4.2,493,133641,1.5
580,Cavaco Jordao,Wolves,MID,44,0,0.0,0,10646,0.3
581,Campana,Wolves,FWD,49,0,0.0,0,13557,0.3
582,Silva,Wolves,FWD,53,2,0.4,40,24192,0.6
583,Marçal,Wolves,DEF,49,8,1.6,120,22105,0.2
584,Ferreira,Wolves,MID,49,2,0.4,21,844,0.0
585,Hoever,Wolves,DEF,45,2,0.4,29,2315,0.0
586,Cabral Semedo,Wolves,DEF,55,15,2.7,329,184431,2.3
587,Shabani,Wolves,MID,45,0,0.0,0,2141,0.0
588,Ait Nouri,Wolves,DEF,50,0,0.0,0,1659,0.0
589,Otasowie,Wolves,MID,45,0,0.0,0,328,0.0
