PlayerId,second_name,team,position,total_points,now_cost,value,minutes,transfers_in,selected_by
454,Vestergaard,Southampton,DEF,21,45,4.7,315,89001,1.6
455,Ward-Prowse,Southampton,MID,12,58,2.1,450,27656,1.8
456,Gunn,Southampton,GKP,0,44,0.0,0,1641,0.2
457,Boufal,Southampton,MID,0,54,0.0,0,571,0.0
458,Sims,Southampton,MID,0,44,0.0,0,5318,0.2
459,Walker-Peters,Southampton,DEF,16,45,3.6,450,348099,10.7
460,Bednarek,Southampton,DEF,16,45,3.6,405,36119,2.1
461,Adams,Southampton,FWD,21,58,3.6,407,80785,1.7
462,Valery,Southampton,DEF,0,48,0.0,0,643,0.1
463,Smallbone,Southampton,MID,3,45,0.7,111,23040,0.4
464,Vokins,Southampton,DEF,0,40,0.0,0,27151,1.3
465,Obafemi,Southampton,FWD,1,48,0.2,13,42798,1.3
466,Djenepo,Southampton,MID,14,55,2.5,233,11921,0.1
467,Salisu,Southampton,DEF,0,43,0.0,0,735,0.1
468,Forster,Southampton,GKP,0,40,0.0,0,192679,3.2
469,Tella,Southampton,MID,3,45,0.7,48,23333,0.3
470,Diallo,Southampton,MID,1,45,0.2,3,895,0.0
471,Lloris,Spurs,GKP,10,55,1.8,450,178870,5.7
472,Rose,Spurs,DEF,0,48,0.0,0,3454,0.2
473,Sissoko,Spurs,MID,5,48,1.0,225,12729,0.4
474,Alderweireld,Spurs,DEF,3,54,0.6,180,30521,1.7
475,Lamela,Spurs,MID,5,59,0.8,85,8433,0.2
476,Kane,Spurs,FWD,60,108,5.6,443,2099068,39.3
477,Aurier,Spurs,DEF,13,52,2.5,180,117675,2.7
478,Son,Spurs,MID,58,94,6.2,376,3838253,53.4
479,Dier,Spurs,DEF,7,50,1.4,360,40894,1.1
480,Rodrigues Moura da Silva,Spurs,MID,15,69,2.2,283,66557,1.7
481,Gazzaniga,Spurs,GKP,0,44,0.0,0,2684,0.3
482,Alli,Spurs,MID,2,75,0.3,66,15752,0.7
483,Davies,Spurs,DEF,9,48,1.9,287,43618,1.2
484,Højbjerg,Spurs,MID,12,49,2.4,450,35956,0.8
485,Winks,Spurs,MID,5,54,0.9,256,2940,0.1
486,Sánchez,Spurs,DEF,4,54,0.7,360,17521,0.9
487,Sessegnon,Spurs,DEF,0,48,0.0,0,989,0.1
488,Bergwijn,Spurs,MID,6,71,0.8,152,8756,0.4
489,Carvalho Fernandes,Spurs,MID,0,48,0.0,0,1476,0.1
490,Tanganga,Spurs,DEF,0,49,0.0,0,520,0.0
491,Lo Celso,Spurs,MID,3,69,0.4,121,4498,0.5
492,Skipp,Spurs,MID,0,45,0.0,0,1025,0.0
493,Ndombele,Spurs,MID,12,59,2.0,212,15436,0.3
494,Foyth,Spurs,DEF,0,43,0.0,0,1311,0.1
495,Doherty,Spurs,DEF,4,58,0.7,255,120833,9.2
496,Hart,Spurs,GKP,0,44,0.0,0,5892,0.7
497,Carter-Vickers,Spurs,DEF,0,40,0.0,0,12212,0.3
498,Reguilón,Spurs,DEF,6,56,1.1,180,268085,3.6
499,Bale,Spurs,MID,1,95,0.1,18,117476,1.3
500,Alves Morais,Spurs,FWD,0,70,0.0,0,2662,0.0
501,Rodon,Spurs,DEF,0,50,0.0,0,233,0.0
502,Button,West Brom,GKP,0,40,0.0,0,95858,4.7
503,Robinson,West Brom,FWD,18,55,3.3,290,101074,0.8
504,Gibbs,West Brom,DEF,-3,44,-0.7,135,4171,0.3
505,Robson-Kanu,West Brom,FWD,3,53,0.6,84,6591,0.1
506,Livermore,West Brom,MID,9,49,1.8,450,3221,0.1
507,Grosicki,West Brom,MID,0,53,0.0,0,371,0.0
508,Phillips,West Brom,MID,2,52,0.4,37,1397,0.1
509,Bartley,West Brom,DEF,9,45,2.0,360,10499,0.2
510,Sawyers,West Brom,MID,9,49,1.8,306,848,0.0
511,Hegazy,West Brom,DEF,6,43,1.4,90,11118,0.5
512,Austin,West Brom,FWD,0,52,0.0,0,8948,0.3
513,Zohore,West Brom,FWD,0,49,0.0,0,1677,0.0
514,Johnstone,West Brom,GKP,17,45,3.8,450,35724,0.9
515,Townsend,West Brom,DEF,9,45,2.0,270,3183,0.1
516,Ajayi,West Brom,DEF,2,48,0.4,360,3535,0.2
517,Leko,West Brom,MID,0,45,0.0,0,845,0.0
518,Edwards,West Brom,MID,3,49,0.6,86,420,0.0
519,Furlong,West Brom,DEF,12,45,2.7,338,5343,0.1
520,Field,West Brom,MID,3,48,0.6,61,354,0.0
521,O'Shea,West Brom,DEF,3,44,0.7,360,3290,0.2
522,Harper,West Brom,MID,1,44,0.2,21,18717,0.5
523,Diangana,West Brom,MID,16,55,2.9,413,39348,0.6
524,Pereira,West Brom,MID,22,60,3.7,427,196262,2.9
525,Kipre,West Brom,DEF,0,44,0.0,0,335,0.1
526,Ivanovic,West Brom,DEF,6,45,1.3,90,8762,0.1
527,Gallagher,West Brom,MID,3,55,0.5,90,829,0.0
528,Krovinovic,West Brom,MID,4,50,0.8,104,429,0.0
529,Grant,West Brom,FWD,2,60,0.3,72,808,0.0
530,Noble,West Ham,MID,4,48,0.8,70,5288,0.7
531,Snodgrass,West Ham,MID,1,58,0.2,1,746,0.1
532,Martin,West Ham,GKP,0,40,0.0,0,105496,7.4
533,Randolph,West Ham,GKP,0,44,0.0,0,1125,0.2
534,Fabianski,West Ham,GKP,21,50,4.2,540,27207,1.5
535,Ogbonna,West Ham,DEF,16,49,3.3,540,9260,0.4
536,Jimenez Gago,West Ham,GKP,0,45,0.0,0,267,0.0
537,Wilshere,West Ham,MID,0,49,0.0,0,995,0.1
538,Cresswell,West Ham,DEF,31,50,6.2,540,362992,5.7
539,Yarmolenko,West Ham,MID,3,57,0.5,81,2534,0.1
540,Antonio,West Ham,FWD,24,63,3.8,481,114480,4.0
541,Fredericks,West Ham,DEF,4,44,0.9,228,8916,0.3
542,Lanzini,West Ham,MID,5,64,0.8,13,4190,0.1
543,Pereira Gomes,West Ham,MID,2,62,0.3,2,4589,0.2
544,Haller,West Ham,FWD,9,62,1.5,50,5129,0.2
545,Masuaku,West Ham,DEF,21,45,4.7,448,94243,1.2
546,Balbuena,West Ham,DEF,20,44,4.5,360,58905,0.8
547,Hugill,West Ham,FWD,0,55,0.0,0,288,0.0
548,Bowen,West Ham,MID,31,63,4.9,502,142872,2.2
549,Ajeti,West Ham,FWD,0,55,0.0,0,433,0.0
550,Rice,West Ham,MID,14,49,2.9,540,50468,2.9
551,Soucek,West Ham,MID,16,49,3.3,540,86249,2.9
552,Fornals,West Ham,MID,29,64,4.5,499,24479,0.4
553,Diop,West Ham,DEF,2,45,0.4,180,8010,0.7
554,Johnson,West Ham,DEF,1,40,0.2,41,54744,2.2
555,Coufal,West Ham,DEF,13,45,2.9,270,14218,0.2
556,Dawson,West Ham,DEF,0,45,0.0,0,595,0.0
557,Benrahma,West Ham,MID,0,60,0.0,0,9464,0.1
558,Ruddy,Wolves,GKP,0,44,0.0,0,2103,0.3
559,Santos Moutinho,Wolves,MID,10,54,1.9,335,31194,1.8
560,dos Santos Patrício,Wolves,GKP,22,55,4.0,450,251251,7.7
561,Bennett,Wolves,DEF,0,44,0.0,0,3733,0.2
562,Boly,Wolves,DEF,21,55,3.8,450,73347,2.5
563,Coady,Wolves,DEF,20,50,4.0,450,249288,8.8
564,Jiménez,Wolves,FWD,24,85,2.8,450,1008295,19.7
565,Saïss,Wolves,DEF,31,52,6.0,450,1274144,18.5
566,Castro Otto,Wolves,DEF,0,54,0.0,0,372,0.0
567,Bonatini,Wolves,FWD,0,49,0.0,0,8020,0.2
568,Dendoncker,Wolves,MID,13,49,2.7,282,30369,1.2
569,Traoré,Wolves,MID,9,64,1.4,274,230553,10.3
570,da Silva Neves,Wolves,MID,8,54,1.5,292,29262,1.7
571,Buur,Wolves,DEF,1,40,0.2,22,148181,2.6
572,Castelo Podence,Wolves,MID,17,55,3.1,299,549389,4.0
573,Kilman,Wolves,DEF,21,41,5.1,180,522620,8.3
574,Silva Nascimento Vinagre,Wolves,DEF,1,43,0.2,172,56352,2.0
575,Sarkic,Wolves,GKP,0,45,0.0,0,628,0.1
576,Gibbs-White,Wolves,MID,0,50,0.0,0,186,0.0
577,Lomba Neto,Wolves,MID,21,55,3.8,403,128638,1.4
578,Cavaco Jordao,Wolves,MID,0,44,0.0,0,10247,0.3
579,Campana,Wolves,FWD,0,49,0.0,0,13208,0.3
580,Silva,Wolves,FWD,2,53,0.4,40,23862,0.6
581,Marçal,Wolves,DEF,7,49,1.4,98,21945,0.2
582,Ferreira,Wolves,MID,2,49,0.4,21,825,0.0
583,Hoever,Wolves,DEF,2,45,0.4,29,2229,0.0
584,Cabral Semedo,Wolves,DEF,13,55,2.4,239,174874,2.2
585,Shabani,Wolves,MID,0,45,0.0,0,2052,0.0
586,Ait Nouri,Wolves,DEF,0,50,0.0,0,1591,0.0
587,Otasowie,Wolves,MID,0,45,0.0,0,248,0.0
